id,top,bottom,Horizon,DryHue,DryValue,DryChroma,MoistHue,MoistValue,MoistChroma,Texture,FGr,Gr,CoGr,CB,CH,SandPercent,SandSize,ClayPercent,pH,Effervescence,Elevation,Landform,Aspect,Slope,SlopeShape,ParentMaterial1,ParentMaterial2,BedrockGeology1,BedrockGeology2,SoilDepthClass,CarbonateStage,BioticCrustClass
M4_3,55,112,B3,5YR,6,6,5YR,5,6,SL,1,NA,NA,NA,NA,70,F,5,8.4,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_3,112,165,Bk,5YR,8,2,5YR,8,4,L,2,NA,NA,NA,NA,50,MIX,20,8.6,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_3,165,188,Btk,5YR,8,4,5YR,7,4,L,3,NA,NA,NA,NA,40,VF,23,8.6,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_4,0,5,A,7.5YR,6,4,7.5YR,4,4,SL,NA,NA,NA,NA,NA,65,F,5,7.8,VS,6167,BS,10,4,LL,Eolian,NA,Sandstone,LIMESTONE,Very Deep,0,1
M4_4,5,41,B,5YR,6,6,5YR,5,4,SL,NA,NA,NA,NA,NA,60,F,5,8,LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_4,41,130,CB,5YR,8,4,5YR,5,4,LS,0.5,0.5,NA,NA,NA,75,F,3,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_4,130,176,C,5YR,8,3,5YR,6,6,LS,3,2,NA,NA,NA,80,MIX,3,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_5,0,4,A,7.5YR,7,4,7.5YR,4,3,SL,0.5,NA,NA,NA,NA,75,M,10,7.6,NE,6165,FS,270,2,VV,Eolian,NA,Sandstone,NA,Very Deep,1,1
M4_5,4,43,B,5YR,7,6,5YR,4,4,LS,1,NA,NA,NA,NA,80,M,5,8.4,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_5,43,190,C,5YR,6,4,5YR,6,6,SL,NA,5,NA,NA,NA,75,M,7,8.4,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_6,0,5,A,5YR,6,4,5YR,4,3,SL,NA,NA,NA,NA,NA,70,F,3,6.8,VS,6098,SH,50,5,VV,Eolian,Residuum,Sandstone,NA,Very Deep,1,2
M4_6,5,110,B,5YR,5,6,5YR,4,6,SL,NA,NA,NA,NA,NA,65,F,3,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_6,110,148,Bt,5YR,5,4,5YR,4,4,SCL,NA,1,NA,NA,NA,60,F,20,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_6,148,159,CB,5YR,7,4,5YR,5,4,SL,NA,3,NA,NA,NA,65,CO,18,8.4,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_6,159,159,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_7,0,14,A,7.5YR,5,4,7.5YR,3,4,SL,NA,1,NA,NA,NA,50,F,5,8,VS,6145,BS,70,10,LV,Eolian,Residuum,Sandstone,NA,Moderately Deep,1,2
M4_7,14,24,B,5YR,6,4,5YR,4,6,SL,3,NA,2,NA,NA,55,F,5,8.2,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_7,24,60,C,5YR,8,2,5YR,6,4,SL,2,NA,1,NA,NA,55,F,15,8.4,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_7,60,73,Cr,5YR,8,2,7.5YR,7,6,LS,NA,NA,NA,NA,1,75,F,3,8.6,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_7,73,73,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_9,0,9,Ap,7.5YR,5,4,7.5YR,3,4,L,NA,NA,NA,NA,NA,45,VF,25,7.6,NE,6176,TS,20,0,LL,ALLUVIUM,Residuum,Sandstone,NA,Moderately Deep,0,0
M4_9,9,17,Ap,7.5YR,6,4,7.5YR,4,4,L,NA,NA,NA,NA,NA,45,VF,25,8,SL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_9,17,64,B,7.5YR,5,4,7.5YR,4,4,L,1,NA,NA,NA,NA,50,F,18,8,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_9,64,67,Cr,7.5YR,7,4,7.5YR,5,6,L,1,NA,NA,NA,NA,55,MIX,7,8.4,VE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4_9,67,67,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
